1,1,1.000000000000000
2,2,1.000000000000000
3,3,1.000000000000000
4,4,-1.000000000000000
5,5,1.000000000000000
6,6,-1.000000000000000
7,7,-1.000000000000000
8,8,-1.000000000000000
9,9,-1.000000000000000
10,10,1.000000000000000
11,11,1.000000000000000
12,12,1.000000000000000
13,13,-1.000000000000000
14,14,1.000000000000000
15,15,1.000000000000000
16,16,-1.000000000000000
17,17,-1.000000000000000
18,18,-1.000000000000000
19,19,-1.000000000000000
20,20,-1.000000000000000
21,21,-1.000000000000000
22,22,1.000000000000000
23,23,1.000000000000000
24,24,1.000000000000000
25,25,-1.000000000000000
26,26,1.000000000000000
27,27,-1.000000000000000
28,28,-1.000000000000000
29,29,-1.000000000000000
30,30,-1.000000000000000
